# SYNTHETIC DATA — generated by src/generate_data.py. NOT REAL.
# RANDOM_SEED=42
# date range: 2022-01-01 to 2024-12-31 (1096 daily rows)
date,sales,baseline,trend,weekly,annual,events,mu,is_match_day,match_importance,is_bank_holiday,holiday_name
2022-02-08,1525.59,2500.0,9.3634,-800.0,-45.8183,0.0,1663.5452,0,0.0,0,
2022-02-09,1952.03,2500.0,9.6099,-500.0,-44.2873,0.0,1965.3225,0,0.0,0,
2022-02-10,2389.82,2500.0,9.8563,-200.0,-42.5011,0.0,2267.3552,0,0.0,0,
2022-02-11,2646.73,2500.0,10.1027,800.0,-40.5079,0.0,3269.5948,0,0.0,0,
2022-02-12,4415.64,2500.0,10.3491,1300.0,-38.3533,306.3499,4078.3457,1,0.1963,0,
2022-02-13,2504.29,2500.0,10.5955,100.0,-36.0797,191.4157,2765.9315,1,0.1636,0,
2022-02-14,1824.32,2500.0,10.8419,-700.0,-33.7261,0.0,1777.1158,0,0.0,0,
2022-02-15,1712.91,2500.0,11.0883,-800.0,-31.328,0.0,1679.7603,0,0.0,0,
2022-02-16,2154.43,2500.0,11.3347,-500.0,-28.9171,0.0,1982.4176,0,0.0,0,
2022-02-17,2385.77,2500.0,11.5811,-200.0,-26.5213,0.0,2285.0598,0,0.0,0,
2022-02-18,2662.4,2500.0,11.8275,800.0,-24.165,0.0,3287.6626,0,0.0,0,
2022-02-19,3752.91,2500.0,12.0739,1300.0,-21.8685,214.104,4004.3094,1,0.0785,0,
2022-02-20,2935.95,2500.0,12.3203,100.0,-19.6489,311.1692,2903.8406,1,0.381,0,
2022-02-21,1767.05,2500.0,12.5667,-700.0,-17.5199,0.0,1795.0469,0,0.0,0,
2022-02-22,1983.44,2500.0,12.8131,-800.0,-15.4918,213.1218,1910.4431,1,0.4074,0,
2022-02-23,2125.75,2500.0,13.0595,-500.0,-13.5722,0.0,1999.4874,0,0.0,0,
2022-02-24,2413.57,2500.0,13.306,-200.0,-11.7657,0.0,2301.5402,0,0.0,0,
2022-02-25,3246.85,2500.0,13.5524,800.0,-10.0748,0.0,3303.4776,0,0.0,0,
2022-02-26,3499.17,2500.0,13.7988,1300.0,-8.4995,300.2992,4105.5985,1,0.1853,0,
2022-02-27,2672.63,2500.0,14.0452,100.0,-7.0381,166.6971,2773.7042,1,0.114,0,
2022-02-28,1868.85,2500.0,14.2916,-700.0,-5.6871,0.0,1808.6045,0,0.0,0,
2022-03-01,1807.12,2500.0,14.538,-800.0,-4.4419,269.7356,1979.8317,1,0.5606,0,
2022-03-02,2113.07,2500.0,14.7844,-500.0,-3.2965,0.0,2011.4879,0,0.0,0,
2022-03-03,2480.86,2500.0,15.0308,-200.0,-2.244,0.0,2312.7868,0,0.0,0,
2022-03-04,3347.64,2500.0,15.2772,800.0,-1.2771,0.0,3314.0001,0,0.0,0,
2022-03-05,3036.89,2500.0,15.5236,1300.0,-0.3877,207.7766,4022.9125,1,0.0689,0,
2022-03-06,2499.6,2500.0,15.77,100.0,0.4326,168.0805,2784.2831,1,0.1155,0,
2022-03-07,2091.42,2500.0,16.0164,-700.0,1.1921,0.0,1817.2085,0,0.0,0,
2022-03-08,1643.04,2500.0,16.2628,-800.0,1.8994,0.0,1718.1623,0,0.0,0,
2022-03-09,1924.82,2500.0,16.5092,-500.0,2.563,268.9231,2287.9953,1,0.4438,0,
2022-03-10,2744.18,2500.0,16.7556,-200.0,3.191,177.4423,2497.3889,1,0.1737,0,
2022-03-11,3324.34,2500.0,17.0021,800.0,3.7916,0.0,3320.7936,0,0.0,0,
2022-03-12,4567.67,2500.0,17.2485,1300.0,4.3724,375.0828,4196.7036,1,0.2769,0,
2022-03-13,2908.83,2500.0,17.4949,100.0,4.9409,223.3431,2845.7789,1,0.2151,0,
2022-03-14,1890.13,2500.0,17.7413,-700.0,5.5042,0.0,1823.2455,0,0.0,0,
2022-03-15,1774.12,2500.0,17.9877,-800.0,6.0688,0.0,1724.0565,0,0.0,0,
2022-03-16,2137.86,2500.0,18.2341,-500.0,6.6412,0.0,2024.8753,0,0.0,0,
2022-03-17,2749.44,2500.0,18.4805,-200.0,7.2272,0.0,2325.7077,0,0.0,0,
2022-03-18,3584.97,2500.0,18.7269,800.0,7.8324,0.0,3326.5593,0,0.0,0,
2022-03-19,3670.01,2500.0,18.9733,1300.0,8.4621,373.7173,4201.1527,1,0.2745,0,
2022-03-20,3122.51,2500.0,19.2197,100.0,9.121,386.4424,3014.7832,1,0.5097,0,
2022-03-21,2346.91,2500.0,19.4661,-700.0,9.8139,321.2513,2150.5313,1,0.6458,0,
2022-03-22,2197.28,2500.0,19.7125,-800.0,10.545,274.1634,2004.4209,1,0.5641,0,
2022-03-23,1961.95,2500.0,19.9589,-500.0,11.3185,0.0,2031.2774,0,0.0,0,
2022-03-24,2549.71,2500.0,20.2053,-200.0,12.1381,0.0,2332.3434,0,0.0,0,
2022-03-25,3580.87,2500.0,20.4517,800.0,13.0075,0.0,3333.4593,0,0.0,0,
2022-03-26,5020.76,2500.0,20.6982,1300.0,13.9303,329.2082,4163.8367,1,0.2183,0,
2022-03-27,2860.41,2500.0,20.9446,100.0,14.9098,407.1313,3042.9856,1,0.545,0,
2022-03-28,1762.57,2500.0,21.191,-700.0,15.9491,0.0,1837.14,0,0.0,0,
2022-03-29,1695.91,2500.0,21.4374,-800.0,17.0513,0.0,1738.4887,0,0.0,0,
2022-03-30,2182.89,2500.0,21.6838,-500.0,18.2195,232.089,2271.9923,1,0.3513,0,
2022-03-31,2432.19,2500.0,21.9302,-200.0,19.4565,277.2601,2618.6468,1,0.3734,0,
2022-04-01,2604.1,2500.0,22.1766,800.0,20.7653,0.0,3342.9419,0,0.0,0,
2022-04-02,3710.87,2500.0,22.423,1300.0,22.1484,0.0,3844.5714,0,0.0,0,
2022-04-03,2919.31,2500.0,22.6694,100.0,23.6087,189.248,2835.5261,1,0.1501,0,
2022-04-04,1892.79,2500.0,22.9158,-700.0,25.1488,122.4769,1970.5415,1,0.1251,0,
2022-04-05,2020.88,2500.0,23.1622,-800.0,26.7712,0.0,1749.9334,0,0.0,0,
2022-04-06,2054.08,2500.0,23.4086,-500.0,28.4784,0.0,2051.8871,0,0.0,0,
2022-04-07,2597.05,2500.0,23.655,-200.0,30.273,0.0,2353.928,0,0.0,0,
2022-04-08,3426.25,2500.0,23.9014,800.0,32.1572,0.0,3356.0586,0,0.0,0,
2022-04-09,4731.97,2500.0,24.1478,1300.0,34.1334,580.2472,4438.5285,1,0.5257,0,
2022-04-10,2859.42,2500.0,24.3943,100.0,36.2037,136.3419,2796.9399,1,0.0535,0,
2022-04-11,2067.02,2500.0,24.6407,-700.0,38.3703,0.0,1863.011,0,0.0,0,
2022-04-12,1773.42,2500.0,24.8871,-800.0,40.6352,0.0,1765.5223,0,0.0,0,
2022-04-13,2150.22,2500.0,25.1335,-500.0,43.0003,0.0,2068.1337,0,0.0,0,
2022-04-14,2440.33,2500.0,25.3799,-200.0,45.4672,0.0,2370.8471,0,0.0,0,
2022-04-15,3889.11,2500.0,25.6263,800.0,48.0376,607.2595,3980.9234,0,0.0,1,Good Friday
2022-04-16,4202.49,2500.0,25.8727,1300.0,50.713,194.0228,4070.6085,1,0.0479,0,
2022-04-17,3361.35,2500.0,26.1191,100.0,53.4946,172.0093,2851.623,1,0.1152,0,
2022-04-18,2485.42,2500.0,26.3655,-700.0,56.3835,657.6254,2540.3743,1,0.4252,1,Easter Monday
2022-04-19,2001.12,2500.0,26.6119,-800.0,59.3805,150.1589,1936.1513,1,0.2099,0,
2022-04-20,2299.58,2500.0,26.8583,-500.0,62.4864,0.0,2089.3447,0,0.0,0,
2022-04-21,2611.08,2500.0,27.1047,-200.0,65.7016,0.0,2392.8063,0,0.0,0,
2022-04-22,3399.56,2500.0,27.3511,800.0,69.0263,0.0,3396.3774,0,0.0,0,
2022-04-23,3512.34,2500.0,27.5975,1300.0,72.4604,439.7626,4339.8205,1,0.3465,0,
2022-04-24,3217.49,2500.0,27.8439,100.0,76.0035,385.9256,3089.7731,1,0.4892,0,
2022-04-25,1665.7,2500.0,28.0903,-700.0,79.6551,117.5639,2025.3094,1,0.103,0,
2022-04-26,2337.3,2500.0,28.3368,-800.0,83.4142,279.6151,2091.3661,1,0.5444,0,
2022-04-27,2144.55,2500.0,28.5832,-500.0,87.2797,0.0,2115.8628,0,0.0,0,
2022-04-28,2613.62,2500.0,28.8296,-200.0,91.2498,0.0,2420.0794,0,0.0,0,
2022-04-29,3177.26,2500.0,29.076,800.0,95.3229,0.0,3424.3988,0,0.0,0,
2022-04-30,3677.07,2500.0,29.3224,1300.0,99.4966,269.7117,4198.5307,1,0.1364,0,
2022-05-01,3093.99,2500.0,29.5688,100.0,103.7683,297.4322,3030.7693,1,0.3277,0,
2022-05-02,2415.93,2500.0,29.8152,-700.0,108.1353,484.4876,2422.4381,0,0.0,1,May Day
2022-05-03,1872.31,2500.0,30.0616,-800.0,112.5941,106.2971,1948.9528,1,0.0842,0,
2022-05-04,2161.99,2500.0,30.308,-500.0,117.1412,0.0,2147.4492,0,0.0,0,
2022-05-05,2995.26,2500.0,30.5544,-200.0,121.7724,0.0,2452.3268,0,0.0,0,
2022-05-06,3688.1,2500.0,30.8008,800.0,126.4836,0.0,3457.2844,0,0.0,0,
2022-05-07,4294.99,2500.0,31.0472,1300.0,131.2698,0.0,3962.317,0,0.0,0,
2022-05-08,3245.67,2500.0,31.2936,100.0,136.1259,272.9826,3040.4021,1,0.2792,0,
2022-05-09,2206.06,2500.0,31.54,-700.0,141.0466,0.0,1972.5866,0,0.0,0,
2022-05-10,1849.26,2500.0,31.7864,-800.0,146.0259,0.0,1877.8123,0,0.0,0,
2022-05-11,1824.23,2500.0,32.0329,-500.0,151.0576,0.0,2183.0904,0,0.0,0,
2022-05-12,2450.87,2500.0,32.2793,-200.0,156.1351,0.0,2488.4144,0,0.0,0,
2022-05-13,3720.66,2500.0,32.5257,800.0,161.2517,0.0,3493.7774,0,0.0,0,
2022-05-14,4127.1,2500.0,32.7721,1300.0,166.4001,475.0512,4474.2234,1,0.3752,0,
2022-05-15,3295.48,2500.0,33.0185,100.0,171.5727,538.0559,3342.6471,1,0.7231,0,
2022-05-16,1898.79,2500.0,33.2649,-700.0,176.7618,0.0,2010.0267,0,0.0,0,
2022-05-17,2145.64,2500.0,33.5113,-800.0,181.9592,0.0,1915.4705,0,0.0,0,
2022-05-18,2354.07,2500.0,33.7577,-500.0,187.1566,0.0,2220.9143,0,0.0,0,
2022-05-19,2658.03,2500.0,34.0041,-200.0,192.3454,0.0,2526.3495,0,0.0,0,
2022-05-20,3707.4,2500.0,34.2505,800.0,197.5167,0.0,3531.7673,0,0.0,0,
2022-05-21,4025.13,2500.0,34.4969,1300.0,202.6616,0.0,4037.1585,0,0.0,0,
2022-05-22,3058.1,2500.0,34.7433,100.0,207.7708,168.0047,3010.5188,1,0.091,0,
2022-05-23,1853.66,2500.0,34.9897,-700.0,212.835,0.0,2047.8247,0,0.0,0,
2022-05-24,1611.46,2500.0,35.2361,-800.0,217.8447,0.0,1953.0809,0,0.0,0,
2022-05-25,2285.39,2500.0,35.4825,-500.0,222.7904,0.0,2258.273,0,0.0,0,
2022-05-26,2629.83,2500.0,35.729,-200.0,227.6625,0.0,2563.3914,0,0.0,0,
2022-05-27,3913.64,2500.0,35.9754,800.0,232.4512,0.0,3568.4266,0,0.0,0,
2022-05-28,4988.47,2500.0,36.2218,1300.0,237.1471,358.0386,4431.4074,1,0.2281,0,
2022-05-29,3452.87,2500.0,36.4682,100.0,241.7403,189.3698,3067.5783,1,0.1228,0,
2022-05-30,1916.63,2500.0,36.7146,-700.0,246.2215,0.0,2082.9361,0,0.0,0,
2022-05-31,2070.67,2500.0,36.961,-800.0,250.5811,143.171,2130.7131,1,0.1525,0,
2022-06-01,2380.09,2500.0,37.2074,-500.0,254.8097,0.0,2292.0171,0,0.0,0,
2022-06-02,3996.48,2500.0,37.4538,-200.0,258.8984,726.9786,3323.3308,0,0.0,1,Spring Bank Holiday
2022-06-03,4832.24,2500.0,37.7002,800.0,262.8379,720.1076,4320.6458,0,0.0,1,Platinum Jubilee of Elizabeth II
2022-06-04,4472.14,2500.0,37.9466,1300.0,266.6197,0.0,4104.5663,0,0.0,0,
2022-06-05,2818.2,2500.0,38.193,100.0,270.2352,0.0,2908.4282,0,0.0,0,
2022-06-06,1962.88,2500.0,38.4394,-700.0,273.6762,0.0,2112.1156,0,0.0,0,
2022-06-07,2142.83,2500.0,38.6858,-800.0,276.9349,0.0,2015.6207,0,0.0,0,
2022-06-08,2114.75,2500.0,38.9322,-500.0,280.0037,0.0,2318.936,0,0.0,0,
2022-06-09,2572.04,2500.0,39.1786,-200.0,282.8755,0.0,2622.0542,0,0.0,0,
2022-06-10,3591.68,2500.0,39.4251,800.0,285.5436,0.0,3624.9686,0,0.0,0,
2022-06-11,4653.67,2500.0,39.6715,1300.0,288.0016,0.0,4127.6731,0,0.0,0,
2022-06-12,2847.02,2500.0,39.9179,100.0,290.2438,0.0,2930.1617,0,0.0,0,
2022-06-13,1716.31,2500.0,40.1643,-700.0,292.2647,0.0,2132.429,0,0.0,0,
2022-06-14,2116.57,2500.0,40.4107,-800.0,294.0596,0.0,2034.4703,0,0.0,0,
2022-06-15,2205.63,2500.0,40.6571,-500.0,295.6241,0.0,2336.2811,0,0.0,0,
2022-06-16,2646.85,2500.0,40.9035,-200.0,296.9543,0.0,2637.8578,0,0.0,0,
2022-06-17,3613.95,2500.0,41.1499,800.0,298.0472,0.0,3639.1971,0,0.0,0,
2022-06-18,4049.64,2500.0,41.3963,1300.0,298.9,0.0,4140.2963,0,0.0,0,
2022-06-19,3127.11,2500.0,41.6427,100.0,299.5106,0.0,2941.1533,0,0.0,0,
2022-06-20,1879.12,2500.0,41.8891,-700.0,299.8776,0.0,2141.7667,0,0.0,0,
2022-06-21,1957.67,2500.0,42.1355,-800.0,300.0,0.0,2042.1355,0,0.0,0,
2022-06-22,2470.44,2500.0,42.3819,-500.0,299.8776,0.0,2342.2595,0,0.0,0,
2022-06-23,2512.34,2500.0,42.6283,-200.0,299.5106,0.0,2642.1389,0,0.0,0,
2022-06-24,3173.06,2500.0,42.8747,800.0,298.9,0.0,3641.7747,0,0.0,0,
2022-06-25,4362.66,2500.0,43.1211,1300.0,298.0472,0.0,4141.1683,0,0.0,0,
2022-06-26,3204.5,2500.0,43.3676,100.0,296.9543,0.0,2940.3219,0,0.0,0,
2022-06-27,2131.54,2500.0,43.614,-700.0,295.6241,0.0,2139.238,0,0.0,0,
2022-06-28,1718.24,2500.0,43.8604,-800.0,294.0596,0.0,2037.92,0,0.0,0,
2022-06-29,2468.32,2500.0,44.1068,-500.0,292.2647,0.0,2336.3715,0,0.0,0,
2022-06-30,2284.75,2500.0,44.3532,-200.0,290.2438,0.0,2634.597,0,0.0,0,
2022-07-01,3722.34,2500.0,44.5996,800.0,288.0016,0.0,3632.6012,0,0.0,0,
2022-07-02,3837.14,2500.0,44.846,1300.0,285.5436,0.0,4130.3896,0,0.0,0,
2022-07-03,2656.29,2500.0,45.0924,100.0,282.8755,0.0,2927.9679,0,0.0,0,
2022-07-04,2050.21,2500.0,45.3388,-700.0,280.0037,0.0,2125.3425,0,0.0,0,
2022-07-05,1992.86,2500.0,45.5852,-800.0,276.9349,0.0,2022.5201,0,0.0,0,
2022-07-06,2199.97,2500.0,45.8316,-500.0,273.6762,0.0,2319.5078,0,0.0,0,
2022-07-07,2739.53,2500.0,46.078,-200.0,270.2352,0.0,2616.3132,0,0.0,0,
2022-07-08,3484.01,2500.0,46.3244,800.0,266.6197,0.0,3612.9441,0,0.0,0,
2022-07-09,4431.65,2500.0,46.5708,1300.0,262.8379,0.0,4109.4088,0,0.0,0,
2022-07-10,2971.08,2500.0,46.8172,100.0,258.8984,0.0,2905.7156,0,0.0,0,
2022-07-11,1984.58,2500.0,47.0637,-700.0,254.8097,0.0,2101.8734,0,0.0,0,
2022-07-12,1859.49,2500.0,47.3101,-800.0,250.5811,0.0,1997.8911,0,0.0,0,
2022-07-13,1991.46,2500.0,47.5565,-500.0,246.2215,0.0,2293.7779,0,0.0,0,
2022-07-14,2649.77,2500.0,47.8029,-200.0,241.7403,0.0,2589.5432,0,0.0,0,
2022-07-15,3483.5,2500.0,48.0493,800.0,237.1471,0.0,3585.1963,0,0.0,0,
2022-07-16,3306.32,2500.0,48.2957,1300.0,232.4512,0.0,4080.7469,0,0.0,0,
2022-07-17,2752.94,2500.0,48.5421,100.0,227.6625,0.0,2876.2046,0,0.0,0,
2022-07-18,1922.25,2500.0,48.7885,-700.0,222.7904,0.0,2071.5789,0,0.0,0,
2022-07-19,2214.81,2500.0,49.0349,-800.0,217.8447,0.0,1966.8796,0,0.0,0,
2022-07-20,1953.97,2500.0,49.2813,-500.0,212.835,0.0,2262.1163,0,0.0,0,
2022-07-21,2262.42,2500.0,49.5277,-200.0,207.7708,0.0,2557.2985,0,0.0,0,
2022-07-22,3867.88,2500.0,49.7741,800.0,202.6616,0.0,3552.4357,0,0.0,0,
2022-07-23,4486.86,2500.0,50.0205,1300.0,197.5167,0.0,4047.5373,0,0.0,0,
2022-07-24,2673.2,2500.0,50.2669,100.0,192.3454,0.0,2842.6123,0,0.0,0,
2022-07-25,1934.63,2500.0,50.5133,-700.0,187.1566,0.0,2037.67,0,0.0,0,
2022-07-26,2028.0,2500.0,50.7598,-800.0,181.9592,0.0,1932.719,0,0.0,0,
2022-07-27,1813.03,2500.0,51.0062,-500.0,176.7618,0.0,2227.7679,0,0.0,0,
2022-07-28,2147.19,2500.0,51.2526,-200.0,171.5727,0.0,2522.8253,0,0.0,0,
2022-07-29,3438.89,2500.0,51.499,800.0,166.4,0.0,3517.899,0,0.0,0,
2022-07-30,4510.57,2500.0,51.7454,1300.0,161.2517,0.0,4012.997,0,0.0,0,
2022-07-31,2710.24,2500.0,51.9918,100.0,156.1351,0.0,2808.1268,0,0.0,0,
2022-08-01,2019.47,2500.0,52.2382,-700.0,151.0574,0.0,2003.2956,0,0.0,0,
2022-08-02,2070.71,2500.0,52.4846,-800.0,146.0257,0.0,1898.5103,0,0.0,0,
2022-08-03,2563.54,2500.0,52.731,-500.0,141.0464,0.0,2193.7774,0,0.0,0,
2022-08-04,2374.24,2500.0,52.9774,-200.0,136.1257,0.0,2489.1031,0,0.0,0,
2022-08-05,3479.8,2500.0,53.2238,800.0,131.2695,0.0,3484.4933,0,0.0,0,
2022-08-06,4560.09,2500.0,53.4702,1300.0,126.4832,0.0,3979.9534,0,0.0,0,
2022-08-07,2437.5,2500.0,53.7166,100.0,121.772,0.0,2775.4886,0,0.0,0,
2022-08-08,2133.14,2500.0,53.963,-700.0,117.1406,0.0,1971.1037,0,0.0,0,
2022-08-09,1714.72,2500.0,54.2094,-800.0,112.5935,0.0,1866.8029,0,0.0,0,
2022-08-10,2180.32,2500.0,54.4559,-500.0,108.1345,0.0,2162.5903,0,0.0,0,
2022-08-11,2410.75,2500.0,54.7023,-200.0,103.7674,0.0,2458.4696,0,0.0,0,
2022-08-12,3189.69,2500.0,54.9487,800.0,99.4954,0.0,3454.4441,0,0.0,0,
2022-08-13,4409.39,2500.0,55.1951,1300.0,95.3215,835.2651,4785.7816,1,0.8163,0,
2022-08-14,3200.48,2500.0,55.4415,100.0,91.2481,384.553,3131.2426,1,0.4762,0,
2022-08-15,2097.71,2500.0,55.6879,-700.0,87.2776,0.0,1942.9655,0,0.0,0,
2022-08-16,1820.26,2500.0,55.9343,-800.0,83.4117,0.0,1839.346,0,0.0,0,
2022-08-17,2147.81,2500.0,56.1807,-500.0,79.6521,0.0,2135.8328,0,0.0,0,
2022-08-18,2543.57,2500.0,56.4271,-200.0,75.9999,0.0,2432.427,0,0.0,0,
2022-08-19,3162.59,2500.0,56.6735,800.0,72.456,0.0,3429.1296,0,0.0,0,
2022-08-20,4456.33,2500.0,56.9199,1300.0,69.0211,281.419,4207.3601,1,0.1509,0,
2022-08-21,3177.84,2500.0,57.1663,100.0,65.6955,259.4931,2982.3549,1,0.2633,0,
2022-08-22,2499.31,2500.0,57.4127,-700.0,62.4791,148.5755,2068.4673,1,0.178,0,
2022-08-23,1762.36,2500.0,57.6591,-800.0,59.3719,0.0,1817.031,0,0.0,0,
2022-08-24,2330.04,2500.0,57.9055,-500.0,56.3733,304.397,2418.6758,1,0.4951,0,
2022-08-25,2559.99,2500.0,58.152,-200.0,53.4826,0.0,2411.6345,0,0.0,0,
2022-08-26,3632.49,2500.0,58.3984,800.0,50.6989,0.0,3409.0972,0,0.0,0,
2022-08-27,4169.23,2500.0,58.6448,1300.0,48.0211,449.0134,4355.6793,1,0.3568,0,
2022-08-28,2617.12,2500.0,58.8912,100.0,45.448,0.0,2704.3391,0,0.0,0,
2022-08-29,2726.41,2500.0,59.1376,-700.0,42.9779,711.1638,2613.2793,1,0.1613,1,Late Summer Bank Holiday
2022-08-30,1680.82,2500.0,59.384,-800.0,40.6094,0.0,1799.9933,0,0.0,0,
2022-08-31,2029.07,2500.0,59.6304,-500.0,38.3405,0.0,2097.9709,0,0.0,0,
2022-09-01,2413.22,2500.0,59.8768,-200.0,36.1695,0.0,2396.0463,0,0.0,0,
2022-09-02,3664.65,2500.0,60.1232,800.0,34.0942,0.0,3394.2174,0,0.0,0,
2022-09-03,3942.92,2500.0,60.3696,1300.0,32.1127,250.8401,4143.3224,1,0.1164,0,
2022-09-04,2448.31,2500.0,60.616,100.0,30.2226,180.7097,2871.5483,1,0.1293,0,
2022-09-05,1754.06,2500.0,60.8624,-700.0,28.4217,182.4324,2071.7166,1,0.2693,0,
2022-09-06,1607.69,2500.0,61.1088,-800.0,26.7077,0.0,1787.8166,0,0.0,0,
2022-09-07,1867.25,2500.0,61.3552,-500.0,25.0783,0.0,2086.4336,0,0.0,0,
2022-09-08,2355.63,2500.0,61.6016,-200.0,23.531,0.0,2385.1327,0,0.0,0,
2022-09-09,3062.07,2500.0,61.848,800.0,22.0635,0.0,3383.9116,0,0.0,0,
2022-09-10,3664.48,2500.0,62.0945,1300.0,20.6734,0.0,3882.7678,0,0.0,0,
2022-09-11,2663.84,2500.0,62.3409,100.0,19.3582,157.9988,2839.6978,1,0.0901,0,
2022-09-12,1935.62,2500.0,62.5873,-700.0,18.1157,125.6182,2006.3211,1,0.1276,0,
2022-09-13,2203.95,2500.0,62.8337,-800.0,16.9435,213.304,1993.0812,1,0.3802,0,
2022-09-14,2189.01,2500.0,63.0801,-500.0,15.8394,0.0,2078.9194,0,0.0,0,
2022-09-15,2381.2,2500.0,63.3265,-200.0,14.8011,0.0,2378.1276,0,0.0,0,
2022-09-16,3252.83,2500.0,63.5729,800.0,13.8267,0.0,3377.3996,0,0.0,0,
2022-09-17,3925.68,2500.0,63.8193,1300.0,12.914,189.8918,4066.6252,1,0.0428,0,
2022-09-18,3083.06,2500.0,64.0657,100.0,12.0612,328.1619,3004.2888,1,0.3935,0,
2022-09-19,2355.88,2500.0,64.3121,-700.0,11.2665,375.1157,2250.6944,0,0.0,1,State Funeral of Queen Elizabeth II
2022-09-20,1646.2,2500.0,64.5585,-800.0,10.5283,0.0,1775.0868,0,0.0,0,
2022-09-21,2080.7,2500.0,64.8049,-500.0,9.845,0.0,2074.6499,0,0.0,0,
2022-09-22,1988.38,2500.0,65.0513,-200.0,9.2153,0.0,2374.2666,0,0.0,0,
2022-09-23,3431.08,2500.0,65.2977,800.0,8.6381,0.0,3373.9358,0,0.0,0,
2022-09-24,4485.56,2500.0,65.5441,1300.0,8.1123,354.1282,4227.7847,1,0.2449,0,
